as_of_date,target_date,acute_load_7,chronic_load_28,atl_ctl_ratio,days_since_last_hard,streak_length,trained_today,trained_hard_today,trained_days_2,trained_both_days_2,trained_days_7,trained_days_30,moving_time_acute_7,moving_time_chronic_28,today_relative_effort,dow_train_rate,month_train_rate,day_of_week,trained_last_weekend,month,season,days_since_last_long_ride,forecast_temp_high,forecast_temp_low,forecast_precip_probability,forecast_rain_expected,forecast_wind_speed,forecast_temp_high_vs_seasonal,forecast_temp_low_vs_seasonal,forecast_precip_probability_vs_seasonal,forecast_wind_speed_vs_seasonal,forecast_precip_morning,forecast_precip_midday,forecast_precip_evening,will_train_tomorrow,next_day_relative_effort
2025-09-23,2025-09-24,8.253843017603495,15.844159570560613,0.5209391499022532,7,1,1,0,1.0,0,3.0,15.0,1246.0070114749947,2196.2773596953457,3.0,0.5490196078431373,0.5,2,True,9,3,19,21.2,9.4,0.0,0,9.0,1.3986970684039086,-0.6622149837133566,-21.308360477741584,-2.5081433224755703,0.0,0.0,0.0,0,0.0
2025-09-24,2025-09-25,6.190382263202622,14.75145891052195,0.41964542631014845,8,0,0,0,1.0,0,3.0,15.0,934.505258606246,2044.8099555784252,0.0,0.4423076923076923,0.4827586206896552,3,True,9,3,20,17.5,8.4,0.0,0,11.8,-2.0869706840390876,-1.5557003257328983,-21.71552660152009,0.18143322475570045,0.0,0.0,0.0,0,0.0
2025-09-25,2025-09-26,4.6427866974019665,13.73411691669285,0.3380477045276196,9,0,0,0,0.0,0,3.0,14.0,700.8789439546845,1903.7885793316373,0.0,0.5,0.4666666666666667,4,True,9,3,21,19.7,9.7,0.0,0,9.1,0.32182410423452623,-0.10358306188925148,-22.01411509229099,-2.5501628664495133,0.0,0.0,0.0,0,0.0
2025-09-26,2025-09-27,3.482090023051475,12.786936439679549,0.2723162064250269,10,0,0,0,0.0,0,2.0,13.0,525.6592079660134,1772.4928152398002,0.0,0.46153846153846156,0.45161290322580644,5,True,9,3,22,22.0,12.0,4.166666666666666,1,11.8,2.816612377850163,2.353420195439739,-17.725298588490773,0.0980456026058647,0.0,0.0,0.0,1,28.0
2025-09-27,2025-09-28,9.611567517288606,13.836113236943028,0.6946725104580165,11,1,1,0,1.0,0,2.0,14.0,923.9944059745101,1796.3898624646415,28.0,0.28846153846153844,0.46875,6,True,9,3,23,23.0,10.3,0.0,0,11.9,4.001628664495115,0.7791530944625418,-22.14983713355049,0.19609120521172585,0.0,0.0,0.0,0,0.0
2025-09-28,2025-09-29,7.208675637966454,12.881898530946957,0.5595973000911799,12,0,0,0,1.0,0,2.0,13.0,692.9958044808825,1672.5009064325973,0.0,0.34615384615384615,0.45454545454545453,0,True,9,3,24,16.9,13.0,75.0,1,8.9,-1.914332247557006,3.616938110749187,52.86373507057546,-2.796416938110749,75.0,100.0,100.0,1,78.0
2025-09-29,2025-09-30,24.90650672847484,17.37280208053682,1.4336493683064642,0,1,1,1,1.0,0,3.0,13.0,2570.4968533606616,2122.8801542648316,78.0,0.34615384615384615,0.47058823529411764,1,True,9,3,0,20.8,10.3,33.33333333333333,1,16.3,2.1752442996742687,1.0716612377850172,11.210640608034737,4.615635179153093,0.0,0.0,60.0,0,0.0
2025-09-30,2025-10-01,18.679880046356132,16.174677799120488,1.1548842133579853,1,0,0,0,1.0,0,2.0,13.0,1927.8726400204962,1976.4746263844984,0.0,0.5384615384615384,0.25806451612903225,2,True,10,3,1,18.8,10.6,58.333333333333336,1,14.7,0.3547231270358324,1.5293159609120526,36.074918566775246,2.958306188925082,75.0,28.57142857142857,80.0,1,71.0
2025-10-01,2025-10-02,31.7599100347671,19.95573450262942,1.5915179684607617,0,1,1,1,1.0,0,3.0,13.0,2789.1544800153724,2210.7177555993603,71.0,0.4339622641509434,0.28125,3,True,10,3,2,19.7,9.9,12.5,1,9.1,1.4605863192182404,0.9833876221498379,-10.04343105320304,-2.660912052117265,25.0,28.57142857142857,0.0,1,41.0
2025-10-02,2025-10-03,34.06993252607532,21.40706315762049,1.5915276315680462,0,2,1,1,2.0,1,4.0,13.0,4325.86586001153,2674.5303241787146,41.0,0.49056603773584906,0.30303030303030304,4,True,10,3,0,16.9,7.4,0.0,0,7.1,-1.1035830618892533,-1.3732899022801295,-23.05917480998914,-4.702931596091206,0.0,0.0,0.0,1,36.0
2025-10-03,2025-10-04,34.55244939455649,22.413472595025976,1.541592863313131,1,3,1,0,2.0,1,5.0,13.0,5543.149395008647,3124.217888028458,36.0,0.4716981132075472,0.3235294117647059,5,True,10,3,1,16.4,10.0,41.66666666666667,1,11.6,-1.4491856677524453,1.3602605863192174,18.47176981541803,-0.19739413680781936,100.0,57.14285714285714,20.0,1,106.0
2025-10-04,2025-10-05,52.414337045917364,28.178060691920734,1.8601115818075338,0,4,1,1,2.0,1,5.0,13.0,5477.612046256485,3272.96148195753,106.0,0.2830188679245283,0.34285714285714286,6,True,10,3,2,16.6,8.6,0.0,0,10.6,-1.0680781758957636,0.05602605863192167,-24.090662323561347,-1.3153094462540729,0.0,0.0,0.0,1,9.0
2025-10-05,2025-10-06,41.56075278443802,26.855435816615856,1.5475732015014916,1,5,1,0,2.0,1,6.0,14.0,4800.959034692363,3238.3434487190793,9.0,0.3584905660377358,0.3611111111111111,0,True,10,3,3,20.1,5.6,0.0,0,9.4,2.6198697068403938,-2.823127035830618,-24.728555917481,-2.591530944625408,0.0,0.0,0.0,0,0.0
2025-10-06,2025-10-07,31.170564588328517,25.003336794780278,1.2466561900984239,2,0,0,0,1.0,0,5.0,13.0,5787.719276019272,3618.3197626005217,0.0,0.33962264150943394,0.35135135135135137,1,True,10,3,0,21.7,6.9,0.0,0,12.7,4.458306188925082,-1.3964169381107485,-25.66503800217155,0.5794788273615623,0.0,0.0,0.0,1,58.0
2025-10-07,2025-10-08,37.87792344124639,27.278968739967844,1.388539420324547,0,1,1,1,1.0,0,6.0,14.0,7222.0394570144545,4163.608054834968,58.0,0.5471698113207547,0.3684210526315789,2,True,10,3,1,15.5,8.1,4.166666666666666,1,15.0,-1.4889250814332264,-0.05667752442996665,-22.23127035830619,2.825407166123778,0.0,0.0,20.0,1,160.0
2025-10-08,2025-10-09,68.40844258093479,36.43214330962523,1.8776947049080568,0,2,1,1,2.0,1,6.0,15.0,7757.02959276084,4522.117844156694,160.0,0.4444444444444444,0.38461538461538464,3,True,10,3,2,15.5,8.4,25.0,1,9.9,-1.2472312703583057,0.42377850162866526,-1.411509229098808,-2.3055374592833893,25.0,42.857142857142854,0.0,1,39.0
2025-10-09,2025-10-10,61.056331935701095,36.60923687447866,1.6677848856845525,1,3,1,0,2.0,1,6.0,15.0,8220.27219457063,4873.006268697612,39.0,0.5,0.4,4,True,10,3,0,16.2,8.8,25.0,1,11.3,-0.2781758957654752,0.9758957654723135,-1.8322475570032566,-0.9114006514657955,25.0,57.14285714285714,20.0,1,34.0
2025-10-10,2025-10-11,54.29224895177582,36.42928950382496,1.4903460839134757,2,4,1,0,2.0,1,6.0,16.0,8434.704145927974,5163.005836373639,34.0,0.48148148148148145,0.4146341463414634,5,True,10,3,1,12.5,9.6,45.83333333333333,1,16.6,-3.696416938110751,1.9273615635179153,18.716069489685122,4.355700325732901,0.0,71.42857142857143,60.0,0,0.0
2025-10-11,2025-10-12,40.71918671383186,33.91692471045772,1.2005565675969665,3,0,0,0,1.0,0,5.0,16.0,6326.028109445981,4806.936468347871,0.0,0.2962962962962963,0.40476190476190477,6,True,10,3,2,12.3,5.7,66.66666666666666,1,19.0,-3.66514657980456,-1.8221498371335505,38.992942453854496,6.656351791530945,100.0,85.71428571428571,80.0,0,0.0
2025-10-12,2025-10-13,30.539390035373895,31.577826454564086,0.9671150127864453,4,0,0,0,0.0,0,4.0,16.0,4744.521082084486,4475.4236084618105,0.0,0.35185185185185186,0.3953488372093023,0,True,10,3,3,13.8,3.7,12.5,1,15.2,-1.9912052117263848,-3.671661237785016,-15.363735070575459,2.82671009771987,25.0,0.0,0.0,0,0.0
2025-10-13,2025-10-14,22.90454252653042,29.400045319766562,0.7790648714113031,5,0,0,0,0.0,0,4.0,16.0,3558.3908115633644,4166.773704429961,0.0,0.35185185185185186,0.38636363636363635,1,False,10,3,4,13.9,0.4,0.0,0,10.9,-1.6944625407166125,-6.823127035830619,-28.148751357220412,-1.5123778501628653,0.0,0.0,0.0,1,51.0
2025-10-14,2025-10-15,29.928406894897815,30.88969736667921,0.9688798999753768,0,1,1,1,1.0,0,4.0,17.0,4974.543108672524,4515.478966193412,51.0,0.5555555555555556,0.4,2,False,10,3,0,13.7,0.1,0.0,0,6.1,-1.7250814332247568,-7.010749185667753,-28.56948968512486,-6.422149837133549,0.0,0.0,0.0,1,39.0
2025-10-15,2025-10-16,32.196305171173364,31.4490285827703,1.0237615157630804,1,2,1,0,2.0,1,4.0,17.0,6111.907331504393,4860.8942099042115,39.0,0.45454545454545453,0.41304347826086957,3,False,10,3,0,13.5,2.0,0.0,0,10.1,-1.7514657980456043,-4.963517915309446,-28.664495114006513,-2.522475570032574,0.0,0.0,0.0,0,0.0
2025-10-16,2025-10-17,24.147228878380023,29.280130059820625,0.8246967765869259,2,0,0,0,1.0,0,3.0,16.0,4583.930498628295,4525.6601264625415,0.0,0.509090909090909,0.40425531914893614,4,False,10,3,1,14.9,6.3,16.666666666666664,1,13.3,-0.15765472312703466,-0.5192182410423456,-12.106406080347448,0.6563517915309465,25.0,42.857142857142854,0.0,0,0.0
2025-10-17,2025-10-18,18.110421658785018,27.260810745350238,0.664339070028357,3,0,0,0,0.0,0,2.0,16.0,3437.9478739712213,4213.545634982366,0.0,0.4727272727272727,0.3958333333333333,5,False,10,3,2,10.8,5.3,33.33333333333333,1,9.4,-4.105863192182412,-1.3771986970684047,4.315960912052116,-3.27328990228013,0.0,0.0,100.0,1,90.0
2025-10-18,2025-10-19,36.08281624408876,31.587651383601944,1.1423076633934357,0,1,1,1,1.0,0,3.0,17.0,4915.710905478416,4567.714901535306,90.0,0.2909090909090909,0.40816326530612246,6,False,10,3,3,14.8,8.6,62.5,1,30.3,0.028013029315960836,2.03257328990228,33.428338762214985,17.592182410423455,100.0,42.857142857142854,60.0,0,0.0
2025-10-19,2025-10-20,27.06211218306657,29.409192667491464,0.9201922844002677,1,0,0,0,1.0,0,3.0,16.0,3686.783179108812,4252.700080739768,0.0,0.34545454545454546,0.4,0,False,10,3,4,13.9,7.5,0.0,0,13.0,-0.6866449511400639,1.0426710097719862,-29.329533116178073,0.22638436482084678,0.0,0.0,0.0,0,0.0
2025-10-20,2025-10-21,20.296584137299927,27.380972483526534,0.7412660068779934,2,0,0,0,0.0,0,3.0,15.0,2765.087384331609,3959.4104199990943,0.0,0.36363636363636365,0.39215686274509803,1,True,10,3,5,14.9,3.9,0.0,0,7.6,0.495439739413678,-2.4133550488599353,-28.976655808903363,-5.173941368078175,0.0,0.0,0.0,1,2.0
2025-10-21,2025-10-22,15.722438102974944,25.63056058811091,0.6134254476770209,3,1,1,0,1.0,0,3.0,16.0,2473.5655382487066,3796.6234944819153,2.0,0.5636363636363636,0.40384615384615385,2,True,10,3,6,16.3,4.1,4.166666666666666,1,15.2,2.079153094462537,-2.0947882736156362,-24.592833876221498,2.426384364820848,0.0,14.285714285714285,0.0,1,41.0
2025-10-22,2025-10-23,22.041828577231207,26.69052192686188,0.8258298072113707,0,2,1,1,2.0,1,3.0,17.0,4144.67415368653,4166.373598310749,41.0,0.44642857142857145,0.41509433962264153,3,True,10,3,0,16.5,9.5,12.5,1,10.5,2.4758957654723144,3.435830618892508,-16.571661237785015,-2.3013029315960907,75.0,0.0,0.0,0,0.0
2025-10-23,2025-10-24,16.531371432923407,24.849796276733475,0.665251789142493,1,0,0,0,1.0,0,3.0,16.0,3108.5056152648976,3879.0374880824215,0.0,0.5,0.4074074074074074,4,True,10,3,1,13.5,7.1,58.333333333333336,1,18.3,-0.3387622149837135,1.191205211726384,29.153094462540718,5.478827361563521,0.0,100.0,100.0,0,0.0
2025-10-24,2025-10-25,12.398528574692556,23.13601722316565,0.5358972745870083,2,0,0,0,0.0,0,3.0,16.0,2331.3792114486732,3611.5176613181166,0.0,0.48214285714285715,0.4,5,True,10,3,2,13.1,5.6,50.0,1,33.1,-0.544625407166123,-0.1488599348534212,20.941910966340938,20.28078175895766,25.0,42.857142857142854,100.0,0,0.0
2025-10-25,2025-10-26,9.298896431019417,21.540429828464568,0.43169502675064564,3,0,0,0,0.0,0,2.0,16.0,1748.534408586505,3362.447477778936,0.0,0.2857142857142857,0.39285714285714285,6,True,10,3,3,8.0,5.0,79.16666666666666,1,29.0,-5.401960784313726,-0.575816993464052,49.700435729847484,16.210130718954247,25.0,100.0,100.0,0,0.0
2025-10-26,2025-10-27,6.974172323264563,20.05488294374287,0.3477543271046868,4,0,0,0,0.0,0,2.0,16.0,1311.4008064398786,3130.5545482769403,0.0,0.3392857142857143,0.38596491228070173,0,True,10,3,4,8.8,3.0,29.166666666666668,1,12.8,-4.394098360655738,-2.421639344262296,-0.2595628415300517,0.07180327868852565,25.0,71.42857142857143,0.0,1,43.0
2025-10-27,2025-10-28,15.980629242448423,21.63730480969164,0.738568383770722,0,1,1,1,1.0,0,3.0,16.0,3209.550604829909,3528.72320011991,43.0,0.375,0.39655172413793105,1,False,10,3,0,12.5,1.4,25.0,1,22.8,-0.5422950819672128,-3.8970491803278695,-4.0300546448087395,10.035409836065575,0.0,0.0,60.0,0,0.0
2025-10-28,2025-10-29,11.985471931836317,20.14507689178187,0.5949578647041928,1,0,0,0,1.0,0,2.0,16.0,2407.162953622432,3285.362979421985,0.0,0.5714285714285714,0.3898305084745763,2,False,10,3,1,13.9,5.2,12.5,1,20.0,0.9970491803278705,0.027540983606557212,-16.21584699453552,7.2554098360655725,0.0,0.0,0.0,0,0.0
2025-10-29,2025-10-30,8.989103948877238,18.755761244072776,0.479271613233933,2,0,0,0,0.0,0,1.0,15.0,1805.3722152168239,3058.786222220469,0.0,0.43859649122807015,0.38333333333333336,3,False,10,3,2,10.3,1.9,0.0,0,8.6,-2.424918032786886,-3.1501639344262293,-28.934426229508198,-4.135737704918034,0.0,0.0,0.0,0,0.0
2025-10-30,2025-10-31,6.741827961657929,17.46226046861948,0.3860799106606683,3,0,0,0,0.0,0,1.0,15.0,1354.029161412618,2847.8354482742297,0.0,0.49122807017543857,0.3770491803278688,4,False,10,3,3,14.1,4.9,37.5,1,11.4,1.5363934426229502,-0.032131147540982674,8.155737704918032,-1.4118032786885237,0.0,14.285714285714285,100.0,0,0.0
2025-10-31,2025-11-01,5.056370971243447,16.257966643197445,0.31100881692109394,4,0,0,0,0.0,0,1.0,14.0,1015.5218710594634,2651.433003565662,0.0,0.47368421052631576,0.26666666666666666,5,False,11,3,4,15.0,8.3,83.33333333333334,1,29.8,2.644262295081967,3.4449180327868865,53.40163934426231,16.84622950819672,100.0,100.0,80.0,0,0.0
2025-11-01,2025-11-02,3.7922782284325853,15.136727564356242,0.25053488029754795,5,0,0,0,0.0,0,1.0,13.0,761.6414032945975,2468.575555043892,0.0,0.2807017543859649,0.25806451612903225,6,False,11,3,5,12.4,5.1,8.333333333333332,1,17.7,0.2367213114754101,0.3619672131147542,-21.7896174863388,4.627540983606556,0.0,28.57142857142857,0.0,1,3.0
2025-11-02,2025-11-03,3.5942086713244388,14.299711870262708,0.2513483281295239,6,1,1,0,1.0,0,2.0,13.0,1108.231052470948,2446.466896075348,3.0,0.3508771929824561,0.28125,0,False,11,3,6,9.2,4.5,37.5,1,9.1,-2.7947540983606576,-0.07081967213114737,7.4043715846994544,-4.005901639344263,0.0,42.857142857142854,100.0,0,0.0
2025-11-03,2025-11-04,2.6956565034933293,13.313524844727349,0.2024750421043387,7,0,0,0,1.0,0,1.0,12.0,831.173289353211,2277.7450411736,0.0,0.3684210526315789,0.2727272727272727,1,True,11,3,7,14.4,4.6,8.333333333333332,1,27.7,2.5918032786885252,0.1757377049180322,-22.34972677595628,14.562622950819673,0.0,0.0,0.0,1,2.0
2025-11-04,2025-11-05,2.521742377619997,12.53328175198753,0.20120367733854694,8,1,1,0,1.0,0,2.0,12.0,1092.8799670149083,2250.1764176443858,2.0,0.5614035087719298,0.29411764705882354,2,True,11,3,8,14.3,10.4,75.0,1,31.3,2.646229508196722,6.109180327868852,44.37158469945355,18.139344262295083,50.0,57.14285714285714,100.0,0,0.0
2025-11-05,2025-11-06,1.891306783214998,11.66891749322977,0.16208074007827392,9,0,0,0,1.0,0,2.0,12.0,819.6599752611812,2094.9918371171866,0.0,0.43103448275862066,0.2857142857142857,3,True,11,3,9,12.6,8.2,79.16666666666666,1,22.4,1.1163934426229503,3.9954098360655728,48.18306010928961,9.187868852459015,50.0,57.14285714285714,100.0,0,0.0
2025-11-06,2025-11-07,1.4184800874112484,10.8641645626622,0.13056504061860955,10,0,0,0,0.0,0,2.0,11.0,614.744981445886,1950.5096414539323,0.0,0.4827586206896552,0.2777777777777778,4,True,11,3,10,12.6,6.4,0.0,0,21.7,1.310491803278687,2.266229508196722,-31.516393442622952,8.455409836065574,0.0,0.0,0.0,1,91.0
2025-11-07,2025-11-08,23.813860065558437,16.390773903168256,1.4528819814270841,0,1,1,1,1.0,0,3.0,11.0,2674.3087360844147,2426.5434592846955,91.0,0.46551724137931033,0.2972972972972973,5,True,11,3,0,16.3,2.4,0.0,0,7.1,5.17704918032787,-1.6409836065573775,-31.93989071038251,-6.19639344262295,0.0,0.0,0.0,1,32.0
2025-11-08,2025-11-09,25.86039504916883,17.467272254673894,1.4805056377505712,1,2,1,0,2.0,1,4.0,11.0,2764.731552063311,2468.574944851268,32.0,0.29310344827586204,0.3157894736842105,6,True,11,3,1,18.5,7.4,0.0,0,11.2,7.544918032786885,3.468524590163935,-32.39071038251366,-2.151475409836067,0.0,0.0,0.0,1,13.0
2025-11-09,2025-11-10,22.645296286876622,17.159184512972246,1.3197186771758824,2,3,1,0,2.0,1,4.0,11.0,2733.7986640474833,2480.4663279649735,13.0,0.3448275862068966,0.3333333333333333,0,True,11,3,2,14.5,9.0,50.0,1,14.3,3.6806557377049174,5.151147540983606,17.295081967213115,0.909180327868853,50.0,71.42857142857143,40.0,0,0.0
2025-11-10,2025-11-11,16.983972215157465,15.97579247759485,1.0631067121694608,3,0,0,0,1.0,0,4.0,11.0,2050.3489980356126,2309.3996846570444,0.0,0.3793103448275862,0.325,1,True,11,3,3,12.2,5.4,0.0,0,7.5,1.5134426229508193,1.611475409836066,-32.56830601092896,-5.935409836065574,0.0,0.0,0.0,1,61.0
2025-11-11,2025-11-12,27.9879791613681,19.080910237760722,1.4668052421304552,0,1,1,1,1.0,0,4.0,12.0,3739.011748526709,2757.372120197938,61.0,0.5517241379310345,0.34146341463414637,2,True,11,3,0,13.8,6.5,41.66666666666667,1,14.0,3.257377049180329,2.783934426229508,8.811475409836078,0.5622950819672123,50.0,57.14285714285714,20.0,1,4.0
2025-11-12,2025-11-13,21.990984371026073,18.04084746274274,1.2189551747189817,1,2,1,0,2.0,1,5.0,13.0,3470.758811395032,2751.0705946670455,4.0,0.423728813559322,0.35714285714285715,3,True,11,3,1,13.3,9.9,91.66666666666666,1,15.7,2.9259016393442625,6.288196721311476,58.7431693989071,2.280327868852458,75.0,100.0,80.0,0,0.0
2025-11-13,2025-11-14,16.493238278269555,16.79665108600186,0.9819361129680687,2,0,0,0,1.0,0,5.0,12.0,2603.069108546274,2561.3415881382834,0.0,0.4915254237288136,0.3488372093023256,4,True,11,3,2,11.1,8.2,100.0,1,17.6,0.904590163934424,4.685573770491802,66.91256830601094,4.2183606557377065,100.0,100.0,100.0,0,0.0
